,Round,Seed,Opp_1,Opp_2,Opp_3,Opp_4,Opp_5,Opp_6,Final Rd,Team,Conf,W,AdjO,AdjD,AdjT,Luck,OppO,OppD,Non-Conf SOS,Year
1053,1,14,Pittsburgh,,,,,,No Upset,UCF,ASun,25.0,103.3,97.4,62.6,0.087,101.4,107.2,-3.79,2004
1054,1,15,Connecticut,,,,,,No Upset,UCF,ASun,24.0,105.0,107.6,60.1,0.067,99.0,107.7,-4.62,2005
1055,2,9,VCU,Duke,,,,,No Upset,UCF,Amer,24.0,112.1,95.6,65.0,0.011,105.9,100.9,-3.71,2019
1056,3,8,Mississippi,Cincinnati,Missouri,,,,Upset,UCLA,P10,21.0,113.7,97.3,68.1,0.048,110.1,98.1,8.58,2002
1057,1,11,Texas Tech,,,,,,No Upset,UCLA,P10,18.0,107.8,97.1,69.2,0.036,106.7,100.0,-0.43,2005
1058,6,2,Belmont,Alabama,Gonzaga,Memphis,LSU,Florida,Upset,UCLA,P10,32.0,112.7,89.3,61.6,0.02,107.4,99.1,1.6,2006
1059,5,2,Weber State,Indiana,Pittsburgh,Kansas,Florida,,No Upset,UCLA,P10,30.0,115.4,88.3,63.7,0.019,111.0,99.9,5.93,2007
1060,5,1,Mississippi Valley State,Texas A&M,Western Kentucky,Xavier,Memphis,,No Upset,UCLA,P10,35.0,118.0,88.1,64.1,0.047,109.3,99.3,-1.63,2008
1061,2,6,VCU,Villanova,,,,,No Upset,UCLA,P10,26.0,119.5,95.6,65.3,-0.03,107.6,99.1,-3.43,2009
1062,2,7,Michigan State,Florida,,,,,No Upset,UCLA,P10,23.0,108.7,95.1,65.5,0.033,107.3,100.4,0.26,2011
1063,1,6,Minnesota,,,,,,Upset,UCLA,P12,25.0,111.1,96.6,68.1,0.068,105.9,97.9,0.43,2013
1064,3,4,Tulsa,Stephen F. Austin,Florida,,,,No Upset,UCLA,P12,28.0,118.7,96.1,68.4,-0.019,109.1,101.5,-3.26,2014
1065,3,11,SMU,UAB,Gonzaga,,,,No Upset,UCLA,P12,22.0,112.9,98.2,65.8,0.032,107.9,99.5,2.63,2015
1066,3,3,Kent State,Cincinnati,Kentucky,,,,No Upset,UCLA,P12,31.0,124.0,100.4,72.6,0.021,108.0,102.8,-4.66,2017
1067,5,11,BYU,Abilene Christian,Alabama,Michigan,Gonzaga,,No Upset,UCLA,P12,22.0,116.9,94.5,63.8,0.028,111.3,93.9,9.87,2021
1068,3,4,Akron,Saint Mary's (CA),North Carolina,,,,Upset,UCLA,P12,27.0,115.9,91.7,65.2,-0.029,107.2,98.7,3.67,2022
1069,1,15,Georgetown,,,,,,No Upset,UMBC,AE,24.0,113.2,109.3,63.7,0.057,100.7,105.0,2.68,2008
1070,2,16,Virginia,Kansas State,,,,,No Upset,UMBC,AE,25.0,103.1,102.6,68.4,0.125,102.7,107.1,-3.55,2018
1071,1,16,Texas,,,,,,No Upset,UNC Asheville,BSth,14.0,101.2,113.5,68.0,0.119,98.3,104.7,11.61,2003
1072,1,16,Pittsburgh,,,,,,No Upset,UNC Asheville,BSth,20.0,101.9,100.0,67.4,-0.011,101.1,105.1,7.07,2011
1073,1,16,Syracuse,,,,,,No Upset,UNC Asheville,BSth,24.0,110.4,104.9,68.2,-0.001,101.8,105.9,7.91,2012
1074,1,15,Villanova,,,,,,No Upset,UNC Asheville,BSth,22.0,103.6,100.1,70.1,-0.008,103.4,107.5,2.64,2016
1075,1,13,Gonzaga,,,,,,No Upset,UNC Greensboro,SC,27.0,104.9,95.7,65.2,-0.024,103.7,108.2,-3.46,2018
1076,1,13,Florida State,,,,,,No Upset,UNC Greensboro,SC,21.0,103.6,95.8,68.0,0.003,103.8,102.3,-2.78,2021
1077,2,13,USC,Indiana,,,,,No Upset,UNC Wilmington,CAA,23.0,107.4,96.1,63.9,-0.003,103.2,102.4,4.56,2002
1078,1,11,Maryland,,,,,,No Upset,UNC Wilmington,CAA,24.0,109.5,94.9,64.1,-0.031,99.2,101.7,-0.81,2003
1079,1,9,George Washington,,,,,,No Upset,UNC Wilmington,CAA,25.0,107.2,92.4,62.6,-0.006,103.6,102.0,0.11,2006
1080,1,13,Duke,,,,,,No Upset,UNC Wilmington,CAA,25.0,110.7,101.5,70.3,0.033,105.7,104.9,-3.9,2016
1081,1,12,Virginia,,,,,,No Upset,UNC Wilmington,CAA,29.0,118.0,105.5,70.3,0.039,105.1,104.7,2.17,2017
1082,3,7,Georgia Tech,Wisconsin,Oregon,,,,No Upset,UNLV,MWC,30.0,112.6,95.8,65.2,0.098,109.1,103.5,2.29,2007
1083,2,8,Kent State,Kansas,,,,,No Upset,UNLV,MWC,27.0,110.2,96.5,63.9,0.081,104.3,101.2,-0.86,2008
1084,1,8,Northern Iowa,,,,,,Upset,UNLV,MWC,25.0,110.6,94.0,66.3,-0.013,104.8,100.7,0.67,2010
1085,1,8,Illinois,,,,,,Upset,UNLV,MWC,24.0,110.6,92.9,66.4,0.003,106.2,100.2,1.85,2011
1086,1,6,Colorado,,,,,,Upset,UNLV,MWC,26.0,109.2,94.2,68.7,0.006,104.5,100.9,-0.24,2012
1087,1,5,California,,,,,,Upset,UNLV,MWC,25.0,106.0,90.0,67.9,-0.015,106.1,99.9,-0.28,2013
1088,1,4,UNC Wilmington,,,,,,Upset,USC,P10,22.0,112.8,92.1,70.1,-0.051,109.2,99.9,1.89,2002
1089,3,5,Arkansas,Texas,North Carolina,,,,No Upset,USC,P10,25.0,111.0,94.2,67.1,0.016,108.3,100.0,-6.62,2007
1090,1,6,Kansas State,,,,,,Upset,USC,P10,21.0,110.5,91.9,65.2,-0.005,109.7,98.5,0.4,2008
1091,2,10,Boston College,Michigan State,,,,,No Upset,USC,P10,22.0,110.0,91.8,63.7,-0.032,110.5,99.7,0.74,2009
1092,1,8,Providence,,,,,,Upset,USC,P12,21.0,113.9,99.7,71.0,-0.028,108.7,101.1,-1.65,2016
1093,2,11,SMU,Baylor,,,,,No Upset,USC,P12,26.0,114.2,100.7,68.7,0.079,108.8,103.3,-3.37,2017
1094,4,6,Drake,Kansas,Oregon,Gonzaga,,,No Upset,USC,P12,25.0,115.7,88.1,67.0,0.001,111.1,94.8,6.28,2021
1095,1,7,Miami (FL),,,,,,Upset,USC,P12,26.0,109.8,95.6,66.2,0.06,104.8,99.7,-4.72,2022
1096,1,16,Memphis,,,,,,No Upset,UT Arlington,Slnd,21.0,101.3,103.6,68.6,0.045,99.5,104.3,-5.9,2008
1097,1,13,Maryland,,,,,,No Upset,UTEP,WAC,24.0,112.5,97.8,68.2,0.046,104.2,99.9,-6.38,2004
1098,1,11,Utah,,,,,,No Upset,UTEP,WAC,27.0,112.7,101.1,65.9,0.015,102.2,102.9,-5.3,2005
1099,1,12,Butler,,,,,,No Upset,UTEP,CUSA,26.0,107.7,91.2,67.9,0.024,104.1,101.5,-4.26,2010
1100,1,16,Stanford,,,,,,No Upset,UTSA,Slnd,19.0,98.0,105.7,68.7,0.103,99.1,106.8,-5.14,2004
1101,1,16,Ohio State,,,,,,No Upset,UTSA,Slnd,20.0,101.8,107.1,66.7,0.085,100.3,106.1,-1.85,2011
1102,1,12,Indiana,,,,,,No Upset,Utah,MWC,19.0,111.4,97.3,62.1,0.01,106.2,100.8,1.57,2002
1103,2,9,Oregon,Kentucky,,,,,No Upset,Utah,MWC,25.0,106.6,92.6,62.1,0.069,106.7,101.5,1.55,2003
1104,1,11,Boston College,,,,,,No Upset,Utah,MWC,24.0,110.1,96.0,58.8,0.064,106.8,102.3,-0.97,2004
1105,3,6,UTEP,Oklahoma,Kentucky,,,,No Upset,Utah,MWC,29.0,113.1,92.7,59.1,0.032,105.9,102.3,-4.04,2005
1106,1,5,Arizona,,,,,,Upset,Utah,MWC,24.0,110.8,92.9,65.0,0.013,107.9,100.6,6.96,2009
1107,3,5,Stephen F. Austin,Georgetown,Duke,,,,No Upset,Utah,P12,26.0,116.4,89.2,60.5,-0.054,108.8,100.6,0.6,2015
1108,2,3,Fresno State,Gonzaga,,,,,Upset,Utah,P12,27.0,115.6,98.8,65.3,0.112,109.8,100.0,1.9,2016
1109,1,15,Kansas,,,,,,No Upset,Utah St.,BW,22.0,107.1,99.7,61.0,0.003,101.1,103.1,-0.07,2003
1110,1,14,Arizona,,,,,,No Upset,Utah St.,BW,24.0,116.0,96.4,61.1,-0.094,101.3,103.8,-4.48,2005
1111,1,12,Washington,,,,,,No Upset,Utah St.,WAC,23.0,113.4,102.6,60.9,0.026,102.8,101.2,-2.41,2006
1112,1,11,Marquette,,,,,,No Upset,Utah St.,WAC,30.0,116.7,101.6,60.0,0.046,103.2,103.6,-2.77,2009
1113,1,12,Texas A&M,,,,,,No Upset,Utah St.,WAC,27.0,116.0,96.1,59.8,-0.026,105.0,103.2,0.16,2010
1114,1,12,Kansas State,,,,,,No Upset,Utah St.,WAC,30.0,111.2,91.8,62.4,0.033,103.8,104.1,-2.4,2011
1115,1,8,Washington,,,,,,Upset,Utah St.,MWC,28.0,112.6,97.2,68.1,0.012,104.5,104.4,0.81,2019
1116,1,11,Texas Tech,,,,,,No Upset,Utah St.,MWC,20.0,104.8,89.5,68.6,-0.037,105.4,99.7,8.2,2021
1117,1,13,Wake Forest,,,,,,No Upset,VCU,CAA,23.0,105.6,96.5,64.4,0.076,102.3,102.6,0.29,2004
1118,2,11,Duke,Pittsburgh,,,,,No Upset,VCU,CAA,28.0,116.6,102.0,65.5,0.002,104.2,104.0,0.25,2007
1119,1,11,UCLA,,,,,,No Upset,VCU,CAA,24.0,110.1,96.4,65.8,-0.073,102.9,102.7,3.46,2009
1120,5,11,Georgetown,Purdue,Florida State,Kansas,Butler,,No Upset,VCU,CAA,28.0,112.0,98.5,65.6,0.021,105.8,101.0,2.26,2011
1121,2,12,Wichita State,Indiana,,,,,No Upset,VCU,CAA,29.0,106.9,93.5,65.0,0.024,101.9,101.4,1.9,2012
1122,2,5,Akron,Michigan,,,,,No Upset,VCU,A10,27.0,114.0,93.7,66.4,0.002,105.8,100.7,-0.22,2013
1123,1,5,Stephen F. Austin,,,,,,Upset,VCU,A10,26.0,109.2,89.4,68.9,-0.058,107.4,102.0,1.33,2014
1124,1,7,Ohio State,,,,,,Upset,VCU,A10,26.0,111.1,94.9,66.5,0.043,107.9,101.2,8.77,2015
1125,2,10,Oregon State,Oklahoma,,,,,No Upset,VCU,A10,25.0,112.1,95.0,69.6,-0.07,107.3,103.5,0.95,2016
1126,1,10,Saint Mary's (CA),,,,,,No Upset,VCU,A10,26.0,110.1,96.0,68.8,0.026,105.8,102.2,0.91,2017
1127,1,8,UCF,,,,,,Upset,VCU,A10,25.0,104.3,89.5,68.4,0.007,105.2,103.8,3.6,2019
1128,1,10,Oregon,,,,,,No Upset,VCU,A10,19.0,105.2,90.2,69.6,0.035,106.5,98.0,5.66,2021
1129,1,13,Kentucky,,,,,,No Upset,Valparaiso,MCon,24.0,111.5,97.8,68.7,-0.032,102.9,104.6,2.05,2002
1130,1,15,Gonzaga,,,,,,No Upset,Valparaiso,MCon,18.0,100.1,99.6,69.2,0.068,104.7,106.0,0.85,2004
1131,1,14,Michigan State,,,,,,No Upset,Valparaiso,Horz,26.0,110.7,99.3,64.3,0.021,101.5,103.0,-3.18,2013
1132,1,13,Maryland,,,,,,No Upset,Valparaiso,Horz,28.0,107.4,96.3,62.3,0.053,104.2,106.3,-3.69,2015
1133,3,6,Western Michigan,NC State,Connecticut,,,,No Upset,Vanderbilt,SEC,23.0,113.6,95.0,65.0,-0.002,108.0,100.1,-6.57,2004
1134,3,6,George Washington,Washington State,Georgetown,,,,No Upset,Vanderbilt,SEC,22.0,115.7,99.4,66.6,0.008,109.5,100.2,-2.74,2007
1135,1,4,Siena,,,,,,Upset,Vanderbilt,SEC,26.0,112.3,99.6,68.2,0.11,107.4,102.2,-1.7,2008
1136,1,4,Murray State,,,,,,Upset,Vanderbilt,SEC,24.0,113.7,96.2,68.7,0.019,107.1,99.0,1.5,2010
1137,1,5,Richmond,,,,,,Upset,Vanderbilt,SEC,23.0,116.6,99.2,66.1,-0.05,106.5,99.8,2.52,2011
1138,2,5,Harvard,Wisconsin,,,,,No Upset,Vanderbilt,SEC,25.0,115.6,94.7,64.7,-0.048,107.7,99.2,3.03,2012
1139,1,9,Northwestern,,,,,,No Upset,Vanderbilt,SEC,19.0,112.4,95.9,65.8,-0.048,110.1,98.7,6.3,2017
1140,1,16,Arizona,,,,,,No Upset,Vermont,AE,19.0,101.1,99.5,64.4,0.019,99.3,104.4,-2.29,2003
1141,1,15,Connecticut,,,,,,No Upset,Vermont,AE,22.0,101.0,102.4,63.9,0.113,97.4,105.5,-2.5,2004
1142,2,13,Syracuse,Michigan State,,,,,No Upset,Vermont,AE,25.0,111.3,97.8,64.7,0.032,100.7,102.4,5.11,2005
1143,1,16,Syracuse,,,,,,No Upset,Vermont,AE,25.0,104.1,101.0,66.1,0.068,98.8,105.1,-3.11,2010
1144,1,16,North Carolina,,,,,,No Upset,Vermont,AE,24.0,105.3,100.1,61.9,-0.024,99.1,104.6,-1.55,2012
1145,1,13,Purdue,,,,,,No Upset,Vermont,AE,29.0,111.1,99.4,64.5,0.053,103.0,107.4,1.65,2017
1146,1,13,Florida State,,,,,,No Upset,Vermont,AE,27.0,108.5,99.6,65.5,0.043,100.7,106.2,3.2,2019
1147,1,13,Arkansas,,,,,,No Upset,Vermont,AE,28.0,111.1,97.9,64.9,-0.028,99.0,106.0,1.92,2022
1148,3,5,New Mexico,Florida,North Carolina,,,,No Upset,Villanova,BE,24.0,114.7,89.7,67.0,-0.054,107.9,98.7,-0.89,2005
1149,4,1,Monmouth,Arizona,Boston College,Florida,,,Upset,Villanova,BE,28.0,116.3,91.7,65.6,0.08,108.4,97.6,3.17,2006
1150,1,9,Kentucky,,,,,,No Upset,Villanova,BE,22.0,113.4,93.3,65.8,-0.036,110.5,99.5,2.82,2007
1151,3,12,Clemson,Siena,Kansas,,,,No Upset,Villanova,BE,22.0,109.2,95.0,68.1,0.037,108.9,99.8,-2.4,2008
1152,5,3,American,UCLA,Duke,Pittsburgh,North Carolina,,No Upset,Villanova,BE,30.0,114.4,90.5,68.3,0.021,108.9,98.9,-5.37,2009
1153,2,2,Robert Morris,Saint Mary's (CA),,,,,Upset,Villanova,BE,25.0,117.2,96.0,71.2,0.025,108.7,98.7,-0.91,2010
1154,1,9,George Mason,,,,,,No Upset,Villanova,BE,21.0,114.9,97.0,65.0,-0.04,108.3,99.3,-0.79,2011
1155,1,9,North Carolina,,,,,,No Upset,Villanova,BE,20.0,106.3,92.7,66.4,0.011,106.5,97.1,0.3,2013
1156,2,2,Milwaukee,Connecticut,,,,,Upset,Villanova,BE,29.0,116.3,92.6,66.0,0.075,110.1,102.6,2.61,2014
1157,2,1,Lafayette,NC State,,,,,Upset,Villanova,BE,33.0,122.7,92.0,64.2,0.031,108.2,100.6,0.23,2015
1158,7,2,UNC Asheville,Iowa,Miami (FL),Kansas,Oklahoma,North Carolina,No Upset,Villanova,BE,35.0,122.8,90.8,66.0,0.023,110.5,99.7,2.98,2016
1159,2,1,Mount St. Mary's,Wisconsin,,,,,Upset,Villanova,BE,32.0,122.4,92.5,64.1,0.01,109.8,100.5,3.55,2017
1160,7,1,Radford,Alabama,West Virginia,Texas Tech,Kansas,Michigan,Upset,Villanova,BE,36.0,127.8,94.0,68.7,-0.018,111.3,100.0,3.98,2018
1161,2,6,Saint Mary's (CA),Purdue,,,,,No Upset,Villanova,BE,26.0,116.5,99.2,63.6,0.044,108.8,100.8,3.32,2019
1162,3,5,Winthrop,North Texas,Baylor,,,,No Upset,Villanova,BE,18.0,119.0,96.0,64.2,-0.007,109.3,95.7,8.12,2021
1163,5,2,Delaware,Ohio State,Michigan,Houston,Kansas,,No Upset,Villanova,BE,30.0,117.5,92.9,62.3,0.06,109.1,97.6,8.65,2022
1164,2,4,Albany (NY),Tennessee,,,,,Upset,Virginia,ACC,21.0,114.1,98.7,67.9,0.006,109.2,100.9,-4.35,2007
1165,1,10,Florida,,,,,,No Upset,Virginia,ACC,22.0,105.2,89.3,59.3,-0.024,105.0,101.0,-5.7,2012
1166,3,1,Coastal Carolina,Memphis,Michigan State,,,,Upset,Virginia,ACC,30.0,114.8,88.3,59.5,0.012,109.4,100.8,1.57,2014
1167,2,2,Belmont,Michigan State,,,,,Upset,Virginia,ACC,30.0,115.6,85.5,58.0,0.023,108.5,100.3,0.46,2015
1168,4,1,Hampton,Butler,Iowa State,Syracuse,,,Upset,Virginia,ACC,29.0,120.6,91.0,61.3,-0.04,112.1,99.5,4.98,2016
1169,2,5,UNC Wilmington,Florida,,,,,No Upset,Virginia,ACC,23.0,112.2,88.0,59.2,-0.03,111.5,99.8,2.29,2017
1170,1,1,UMBC,,,,,,Upset,Virginia,ACC,31.0,115.2,85.6,59.4,0.048,110.0,100.7,-0.08,2018
1171,7,1,Gardner-Webb,Oklahoma,Oregon,Purdue,Auburn,Texas Tech,Upset,Virginia,ACC,35.0,123.4,89.2,59.4,0.05,109.2,98.1,-3.24,2019
1172,1,4,Ohio,,,,,,Upset,Virginia,ACC,18.0,114.7,93.3,59.9,0.025,109.8,97.8,0.24,2021
1173,2,5,Illinois,Southern Illinois,,,,,No Upset,Virginia Tech,ACC,22.0,112.4,95.0,63.7,-0.004,109.9,100.1,0.79,2007
1174,1,9,Wisconsin,,,,,,No Upset,Virginia Tech,ACC,22.0,117.3,103.5,68.4,0.053,110.0,101.7,-7.98,2017
1175,1,8,Alabama,,,,,,Upset,Virginia Tech,ACC,21.0,115.3,99.3,68.7,-0.018,109.2,101.3,-9.76,2018
1176,3,4,Saint Louis,Liberty,Duke,,,,No Upset,Virginia Tech,ACC,26.0,118.1,94.0,63.7,-0.005,108.3,99.9,-6.26,2019
1177,1,10,Florida,,,,,,No Upset,Virginia Tech,ACC,15.0,109.7,95.3,65.7,0.043,107.9,98.2,0.63,2021
1178,1,11,Texas,,,,,,No Upset,Virginia Tech,ACC,23.0,115.0,96.1,63.3,-0.062,107.4,99.5,-0.53,2022
1179,1,15,Pittsburgh,,,,,,No Upset,Wagner,NEC,21.0,104.7,105.9,67.6,0.049,98.9,106.3,2.39,2003
1180,2,7,Pepperdine,Oregon,,,,,No Upset,Wake Forest,ACC,21.0,118.6,101.3,69.5,0.006,109.1,97.9,5.85,2002
1181,2,2,East Tennessee State,Auburn,,,,,Upset,Wake Forest,ACC,25.0,114.5,94.6,67.7,0.073,105.8,98.0,-3.8,2003
1182,3,4,VCU,Manhattan,Saint Joseph's,,,,No Upset,Wake Forest,ACC,21.0,121.6,99.9,70.4,-0.019,109.6,96.1,1.79,2004
1183,2,2,Chattanooga,West Virginia,,,,,Upset,Wake Forest,ACC,27.0,124.3,99.5,68.9,0.046,108.4,97.5,4.87,2005
1184,1,4,Cleveland State,,,,,,Upset,Wake Forest,ACC,24.0,111.6,92.7,72.8,0.051,107.5,99.9,-4.35,2009
1185,2,9,Texas,Kentucky,,,,,No Upset,Wake Forest,ACC,20.0,107.1,93.0,68.7,0.067,107.4,96.9,-0.82,2010
1186,1,8,UAB,,,,,,Upset,Washington,P10,19.0,113.1,102.3,73.5,0.031,106.6,100.4,2.14,2004
1187,3,1,Montana,Pacific,Louisville,,,,Upset,Washington,P10,29.0,120.6,98.4,71.9,0.06,107.5,98.9,6.73,2005
1188,3,5,Utah State,Illinois,Connecticut,,,,No Upset,Washington,P10,26.0,114.8,94.7,71.6,0.007,105.5,100.3,-7.56,2006
1189,2,4,Mississippi State,Purdue,,,,,Upset,Washington,P10,26.0,113.1,91.0,72.2,-0.005,109.4,99.2,0.09,2009
1190,3,11,Marquette,New Mexico,West Virginia,,,,No Upset,Washington,P10,26.0,111.7,93.6,71.7,0.029,106.7,99.7,1.13,2010
1191,2,7,Georgia,North Carolina,,,,,No Upset,Washington,P10,24.0,117.7,96.0,69.9,-0.099,106.9,99.7,1.07,2011
1192,2,9,Utah State,North Carolina,,,,,No Upset,Washington,P12,27.0,107.7,93.5,66.0,0.088,107.6,101.5,2.73,2019
1193,2,3,Oral Roberts,Vanderbilt,,,,,Upset,Washington St.,P10,26.0,111.7,92.8,60.0,0.004,107.6,100.9,-4.96,2007
1194,3,4,Winthrop,Notre Dame,North Carolina,,,,No Upset,Washington St.,P10,26.0,115.1,90.8,58.3,-0.004,109.0,100.0,-6.51,2008
1195,1,12,Wisconsin,,,,,,No Upset,Weber St.,BSky,25.0,111.4,102.5,66.5,0.073,100.5,102.2,1.29,2003
1196,1,15,UCLA,,,,,,No Upset,Weber St.,BSky,20.0,102.1,104.8,65.2,0.098,104.8,108.3,1.83,2007
1197,1,16,Arizona,,,,,,No Upset,Weber St.,BSky,19.0,106.4,107.0,62.9,-0.009,103.3,110.0,6.69,2014
1198,1,15,Xavier,,,,,,No Upset,Weber St.,BSky,26.0,103.4,100.9,66.8,0.019,103.3,109.0,1.16,2016
1199,4,7,Creighton,Wake Forest,Texas Tech,Louisville,,,No Upset,West Virginia,BE,24.0,114.1,99.1,63.6,0.082,108.6,99.5,-7.33,2005
1200,3,6,Southern Illinois,Northwestern State,Texas,,,,No Upset,West Virginia,BE,22.0,116.1,96.6,62.5,-0.046,108.4,98.0,-0.49,2006
1201,3,7,Arizona,Duke,Xavier,,,,No Upset,West Virginia,BE,26.0,114.6,93.3,63.8,-0.019,108.5,99.5,-1.98,2008
1202,1,6,Dayton,,,,,,Upset,West Virginia,BE,23.0,115.1,90.9,63.7,-0.067,108.9,98.0,2.11,2009
1203,5,2,Morgan State,Missouri,Washington,Kentucky,Duke,,No Upset,West Virginia,BE,31.0,117.2,91.7,62.6,0.057,110.0,97.5,5.45,2010
1204,2,5,Clemson,Kentucky,,,,,No Upset,West Virginia,BE,21.0,114.9,94.8,62.5,-0.018,111.0,98.3,7.1,2011
1205,1,10,Gonzaga,,,,,,No Upset,West Virginia,BE,19.0,111.4,97.9,64.0,-0.019,107.3,99.0,2.04,2012
1206,3,5,Buffalo,Maryland,Kentucky,,,,No Upset,West Virginia,B12,25.0,112.6,94.9,67.9,0.087,108.9,99.3,-2.65,2015
1207,1,3,Stephen F. Austin,,,,,,Upset,West Virginia,B12,26.0,115.3,90.9,69.5,0.003,110.9,99.6,0.72,2016
1208,3,4,Bucknell,Notre Dame,Gonzaga,,,,No Upset,West Virginia,B12,28.0,116.5,89.4,69.9,-0.043,110.1,99.2,-7.97,2017
1209,3,5,Murray State,Marshall,Villanova,,,,No Upset,West Virginia,B12,26.0,119.4,96.9,69.2,-0.014,109.9,99.3,-4.72,2018
1210,2,3,Morehead State,Syracuse,,,,,Upset,West Virginia,B12,19.0,116.8,96.3,69.2,-0.056,109.6,94.4,13.77,2021
1211,1,9,Stanford,,,,,,No Upset,Western Kentucky,SB,26.0,110.5,96.0,67.5,0.06,103.1,102.8,0.29,2002
1212,1,13,Illinois,,,,,,No Upset,Western Kentucky,SB,24.0,108.0,96.3,67.2,0.035,103.1,102.0,2.09,2003
1213,3,12,Drake,San Diego,UCLA,,,,No Upset,Western Kentucky,SB,29.0,111.9,97.3,68.2,-0.021,103.3,104.2,1.69,2008
1214,2,12,Illinois,Gonzaga,,,,,No Upset,Western Kentucky,SB,25.0,111.1,103.0,65.6,0.092,102.2,102.8,6.63,2009
1215,1,16,Kentucky,,,,,,No Upset,Western Kentucky,SB,16.0,97.8,100.5,67.9,0.083,102.3,102.3,2.63,2012
1216,1,16,Kansas,,,,,,No Upset,Western Kentucky,SB,20.0,101.8,102.2,64.6,0.029,100.9,103.3,3.24,2013
1217,1,11,Vanderbilt,,,,,,No Upset,Western Michigan,MAC,26.0,114.3,98.0,65.6,0.037,103.5,104.1,-1.21,2004
1218,1,14,Syracuse,,,,,,No Upset,Western Michigan,MAC,23.0,106.3,103.0,65.2,0.098,103.9,105.7,-3.25,2014
1219,3,7,Seton Hall,Tennessee,George Mason,,,,Upset,Wichita St.,MVC,26.0,111.8,95.7,62.6,0.032,104.7,98.7,0.35,2006
1220,1,5,VCU,,,,,,Upset,Wichita St.,MVC,27.0,116.1,93.8,65.7,-0.017,105.1,101.2,3.5,2012
1221,5,9,Pittsburgh,Gonzaga,La Salle,Ohio State,Louisville,,No Upset,Wichita St.,MVC,30.0,111.8,91.5,63.8,-0.002,106.9,100.2,0.17,2013
1222,2,1,Cal Poly,Kentucky,,,,,Upset,Wichita St.,MVC,35.0,117.8,92.4,63.5,-0.009,105.8,104.8,2.89,2014
1223,3,7,Indiana,Kansas,Notre Dame,,,,No Upset,Wichita St.,MVC,30.0,115.8,93.6,62.3,0.022,105.5,102.3,3.44,2015
1224,2,11,Arizona,Miami (FL),,,,,No Upset,Wichita St.,MVC,26.0,111.3,88.7,66.0,-0.079,104.8,101.2,6.45,2016
1225,2,10,Dayton,Kentucky,,,,,No Upset,Wichita St.,MVC,31.0,118.7,92.6,68.0,-0.021,105.0,103.5,-0.32,2017
1226,1,4,Marshall,,,,,,Upset,Wichita St.,Amer,25.0,121.0,101.9,68.6,-0.026,107.3,102.2,1.55,2018
1227,1,16,Duke,,,,,,No Upset,Winthrop,BSth,17.0,97.3,102.6,65.9,0.038,97.0,107.7,-0.98,2002
1228,1,14,Gonzaga,,,,,,No Upset,Winthrop,BSth,27.0,101.5,96.5,63.1,0.065,99.6,107.3,2.26,2005
1229,1,15,Tennessee,,,,,,No Upset,Winthrop,BSth,23.0,104.4,94.2,64.0,-0.027,102.1,107.4,8.15,2006
1230,2,11,Notre Dame,Oregon,,,,,No Upset,Winthrop,BSth,29.0,112.9,98.0,61.9,0.055,103.1,105.8,15.06,2007
1231,1,13,Washington State,,,,,,No Upset,Winthrop,BSth,22.0,99.5,93.1,61.6,-0.0,105.1,106.1,7.81,2008
1232,1,13,Butler,,,,,,No Upset,Winthrop,BSth,26.0,106.1,101.6,71.1,0.029,100.7,107.8,1.93,2017
1233,1,12,Villanova,,,,,,No Upset,Winthrop,BSth,23.0,105.0,96.5,73.1,0.036,99.6,105.2,4.18,2021
1234,2,8,St. John's (NY),Maryland,,,,,No Upset,Wisconsin,B10,18.0,110.7,97.5,63.3,0.049,108.9,98.3,8.49,2002
1235,3,5,Weber State,Tulsa,Kentucky,,,,No Upset,Wisconsin,B10,24.0,114.4,92.4,61.9,-0.024,106.1,99.6,-1.01,2003
1236,2,6,Richmond,Pittsburgh,,,,,No Upset,Wisconsin,B10,25.0,116.0,90.3,60.7,-0.001,108.0,99.7,3.63,2004
1237,4,6,Northern Iowa,Bucknell,NC State,North Carolina,,,No Upset,Wisconsin,B10,25.0,112.0,91.2,62.8,0.042,108.5,98.3,1.27,2005
1238,1,9,Arizona,,,,,,No Upset,Wisconsin,B10,19.0,111.5,96.6,65.2,-0.024,106.6,98.6,0.91,2006
1239,2,2,Texas A&M-Corpus Christi,UNLV,,,,,Upset,Wisconsin,B10,30.0,115.6,90.1,63.8,0.034,108.1,100.3,-1.57,2007
1240,3,3,Cal State Fullerton,Kansas State,Davidson,,,,Upset,Wisconsin,B10,31.0,113.5,86.8,61.1,0.043,107.1,99.8,-0.19,2008
1241,2,12,Florida State,Xavier,,,,,No Upset,Wisconsin,B10,20.0,113.3,95.7,59.1,-0.052,107.3,97.8,1.32,2009
1242,2,4,Wofford,Cornell,,,,,Upset,Wisconsin,B10,24.0,115.2,91.6,59.2,-0.013,107.9,99.2,1.01,2010
1243,3,4,Belmont,Kansas State,Butler,,,,Upset,Wisconsin,B10,25.0,122.3,96.5,56.9,-0.003,110.0,99.2,-3.58,2011
1244,3,4,Montana,Vanderbilt,Syracuse,,,,No Upset,Wisconsin,B10,26.0,113.7,89.6,57.5,-0.018,107.6,98.8,-3.88,2012
1245,1,5,Mississippi,,,,,,Upset,Wisconsin,B10,23.0,108.3,85.7,60.4,-0.033,108.8,97.7,-3.2,2013
